experiment,target,peer_key,lat_band,elev_band,split,arm,net_benefit_mean,ci_lo,ci_hi,ci_excludes_zero,folds_scored,folds_attempted,precision_at_25_mean,spearman_mean,git_sha,dirty
E04-band-sweep,within_xy,geo_month,5.0,500.0,spatial,boosted,0.02365614456453365,-0.007662835249042146,0.05497512437810945,False,2,4,0.24,0.2301489554597442,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,1000.0,spatial,zero,0.0,0.0,0.0,False,4,4,0.2255533182424429,0.0,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,1000.0,spatial,persistence,0.03172948626457606,-0.09476566891753258,0.1582246414466847,False,4,4,0.32,0.28816513647654013,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,1000.0,spatial,climatology,0.0,0.0,0.0,False,4,4,0.2255533182424429,0.0,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,1000.0,spatial,linear,0.040353595557471054,-0.007241709132596672,0.09403093559459252,False,4,4,0.30000000000000004,0.21296325906477123,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,1000.0,spatial,boosted,0.02175899687723641,-0.0050614926497901305,0.05418389549715586,False,4,4,0.26,0.14918574457713957,db654a6,False
E04-band-sweep,level_z,geo_month,5.0,2000.0,spatial,zero,0.0,0.0,0.0,False,2,4,0.10564653854045342,0.0,db654a6,False
E04-band-sweep,level_z,geo_month,5.0,2000.0,spatial,persistence,-0.03759188239054011,-0.08333333333333333,0.008149568552253121,False,2,4,0.5,0.5407853425259808,db654a6,False
E04-band-sweep,level_z,geo_month,5.0,2000.0,spatial,climatology,0.0,0.0,0.0,False,2,4,0.10564653854045342,0.0,db654a6,False
E04-band-sweep,level_z,geo_month,5.0,2000.0,spatial,linear,-0.010392806992252774,-0.03420843277645186,0.01342281879194631,False,2,4,0.54,0.5133774909063612,db654a6,False
E04-band-sweep,level_z,geo_month,5.0,2000.0,spatial,boosted,0.014134175558387889,0.0035799522673031006,0.024688398849472677,True,2,4,0.5,0.44806193234161223,db654a6,False
E04-band-sweep,within_xy,geo_month,10.0,1000.0,spatial,zero,0.0,0.0,0.0,False,4,4,0.2998318587855812,0.0,db654a6,False
E04-band-sweep,within_xy,geo_month,10.0,1000.0,spatial,persistence,0.144758293437021,-0.08649469945051895,0.5079556660366507,False,4,4,0.43,0.3814769738599571,db654a6,False
E04-band-sweep,within_xy,geo_month,10.0,1000.0,spatial,climatology,0.0,0.0,0.0,False,4,4,0.2998318587855812,0.0,db654a6,False
E04-band-sweep,within_xy,geo_month,10.0,1000.0,spatial,linear,0.15801963306417557,-0.0035799522673031032,0.44920494699646646,False,4,4,0.43,0.3462030995693949,db654a6,False
E04-band-sweep,within_xy,geo_month,10.0,1000.0,spatial,boosted,0.07215803136963127,-0.015406745481119682,0.2104559871082363,False,4,4,0.45000000000000007,0.2323879552548906,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,500.0,spatial,zero,0.0,0.0,0.0,False,4,4,0.13031273169565166,0.0,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,500.0,spatial,persistence,-0.014010852296328986,-0.06274895669774573,0.020786486775886074,False,4,4,0.35000000000000003,0.3243735404291955,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,500.0,spatial,climatology,0.0,0.0,0.0,False,4,4,0.13031273169565166,0.0,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,500.0,spatial,linear,-0.01325580529571828,-0.05780282397950912,0.016888183959738727,False,4,4,0.34,0.28485556376652793,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,500.0,spatial,boosted,0.007693105240828269,0.0009313541778206091,0.017207250082213608,True,4,4,0.41000000000000003,0.3087872282251607,db654a6,False
E04-band-sweep,within_xy,geo_month,5.0,1000.0,spatial,zero,0.0,0.0,0.0,False,2,4,0.12396727579287334,0.0,db654a6,False
E04-band-sweep,within_xy,geo_month,5.0,1000.0,spatial,persistence,-0.026759994775525722,-0.10401750198886238,0.050497512437810935,False,2,4,0.36,0.3403118224973042,db654a6,False
E04-band-sweep,within_xy,geo_month,5.0,1000.0,spatial,climatology,0.0,0.0,0.0,False,2,4,0.12396727579287334,0.0,db654a6,False
E04-band-sweep,within_xy,geo_month,5.0,1000.0,spatial,linear,0.015201439105190034,-0.00815433571996818,0.03855721393034825,False,2,4,0.36,0.30693098942801567,db654a6,False
E04-band-sweep,within_xy,geo_month,5.0,1000.0,spatial,boosted,0.01321168619907622,-0.00914876690533015,0.03557213930348259,False,2,4,0.26,0.294145967293002,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,500.0,spatial,zero,0.0,0.0,0.0,False,4,4,0.25409465403070025,0.0,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,500.0,spatial,persistence,0.07713319069420224,-0.05056628964201185,0.24039422493486096,False,4,4,0.43,0.2818725186771147,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,500.0,spatial,climatology,0.0,0.0,0.0,False,4,4,0.25409465403070025,0.0,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,500.0,spatial,linear,0.05669135034194938,-0.005073378714683064,0.14826768122925366,False,4,4,0.39999999999999997,0.2288416321837251,db654a6,False
E04-band-sweep,within_xy,geo_month,90.0,500.0,spatial,boosted,0.029599057236061654,-0.012919045527741178,0.08339663599688181,False,4,4,0.39,0.1848573409040614,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,2000.0,spatial,zero,0.0,0.0,0.0,False,4,4,0.12516222733980212,0.0,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,2000.0,spatial,persistence,-0.03495640958852605,-0.08201635558037025,0.012103536403318158,False,4,4,0.29000000000000004,0.3820028516185478,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,2000.0,spatial,climatology,0.0,0.0,0.0,False,4,4,0.12516222733980212,0.0,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,2000.0,spatial,linear,-0.01903668399047152,-0.047223270533071335,0.001298124496900651,False,4,4,0.32,0.30269381295217446,db654a6,False
E04-band-sweep,level_z,geo_month,20.0,2000.0,spatial,boosted,0.010386271525192465,0.003658755503486327,0.020876190171091744,True,4,4,0.4,0.30973295460936034,db654a6,False
E02,level_z,cluster_month,20.0,1000.0,temporal,zero,0.0,0.0,0.0,False,3,3,0.12246858569221773,0.0,22b90ed,True
E02,level_z,cluster_month,20.0,1000.0,temporal,persistence,-0.013283880700613449,-0.020541958041958033,-0.0027205040091637933,True,3,3,0.22666666666666668,0.426300711974459,22b90ed,True
E02,level_z,cluster_month,20.0,1000.0,temporal,climatology,0.008592001479590694,0.004367124856815577,0.011582167832167832,True,3,3,0.12246858569221773,0.5076077181441018,22b90ed,True
E02,level_z,cluster_month,20.0,1000.0,temporal,linear,-0.012840772431375122,-0.020760489510489505,-0.0006443298969072142,True,3,3,0.29333333333333333,0.4117992431875073,22b90ed,True
E02,level_z,cluster_month,20.0,1000.0,temporal,boosted,0.01792917519523388,0.015249140893470792,0.020181741335587488,True,3,3,0.7600000000000001,0.4123690073066902,22b90ed,True
E02,within_y,leaky,20.0,1000.0,spatial,zero,0.0,0.0,0.0,False,4,4,0.10932365913520642,0.0,22b90ed,True
E02,within_y,leaky,20.0,1000.0,spatial,persistence,-0.04418517415022176,-0.0721691032614292,-0.01620124503901433,True,4,4,0.23,0.29113341639067003,22b90ed,True
E02,within_y,leaky,20.0,1000.0,spatial,climatology,0.0,0.0,0.0,False,4,4,0.10932365913520642,0.0,22b90ed,True
E02,within_y,leaky,20.0,1000.0,spatial,linear,-0.009536133408481293,-0.01957946125778791,-0.0015678982152244232,True,4,4,0.18999999999999997,0.2365811948326563,22b90ed,True
E02,within_y,leaky,20.0,1000.0,spatial,boosted,-0.004017389239613137,-0.006908576377076054,-0.0011262021021502208,True,4,4,0.21000000000000002,0.1465306581558589,22b90ed,True
E02,within_y,leaky,20.0,1000.0,temporal,zero,0.0,0.0,0.0,False,3,3,0.0977448000643877,0.0,22b90ed,True
E02,within_y,leaky,20.0,1000.0,temporal,persistence,-0.048659496691812305,-0.06534090909090909,-0.03171534936998854,True,3,3,0.16,0.2292598543764994,22b90ed,True
E02,within_y,leaky,20.0,1000.0,temporal,climatology,-0.033043082383883336,-0.03658361970217641,-0.02862762237762238,True,3,3,0.0977448000643877,0.14967828722060939,22b90ed,True
E02,within_y,leaky,20.0,1000.0,temporal,linear,-0.019393693362765526,-0.02185314685314686,-0.01785714285714286,True,3,3,0.16,0.20997053134127555,22b90ed,True
E02,within_y,leaky,20.0,1000.0,temporal,boosted,-0.0010650384361724577,-0.002622377622377624,0.0,False,3,3,0.27999999999999997,0.17897740991015634,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,spatial,zero,-0.009685810596555905,-0.1545608497229517,0.1718356426191672,False,4,4,0.27517252617499643,0.0,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,spatial,persistence,-0.009685810596555905,-0.1545608497229517,0.1718356426191672,False,4,4,0.27517252617499643,0.0,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,spatial,climatology,-0.07728042486147585,-0.1545608497229517,0.0,False,4,4,0.27517252617499643,0.0,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,spatial,linear,0.15299865848998356,-0.018220492684613974,0.33259163316068086,False,4,4,0.65,0.4808437637492136,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,spatial,boosted,0.11675733986475194,0.0070869728571178285,0.22642770687238606,True,4,4,0.69,0.48265754699010843,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,temporal,zero,-0.01959498834498834,-0.058784965034965025,0.0,False,3,3,0.1709503200646398,0.0,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,temporal,persistence,-0.01959498834498834,-0.058784965034965025,0.0,False,3,3,0.1709503200646398,0.0,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,temporal,climatology,0.020803136653443355,0.009615384615384623,0.0338642453111045,True,3,3,0.1709503200646398,0.26501025031251785,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,temporal,linear,0.06671367280918973,0.047858391608391594,0.09221494492408454,True,3,3,0.8266666666666668,0.5890418504244441,22b90ed,True
E02,delta_z,geo_month,20.0,1000.0,temporal,boosted,0.07305365764711669,0.06207698815566836,0.08715391485561179,True,3,3,0.9199999999999999,0.6094555631618213,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,spatial,zero,-0.0738033291219655,-0.147606658243931,0.0,False,4,4,0.12815987330290346,0.0,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,spatial,persistence,-0.0738033291219655,-0.147606658243931,0.0,False,4,4,0.12815987330290346,0.0,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,spatial,climatology,-0.0738033291219655,-0.147606658243931,0.0,False,4,4,0.12815987330290346,0.0,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,spatial,linear,0.0015179002722457528,-0.02543903023035338,0.028474830774844886,False,4,4,0.55,0.36640082802428287,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,spatial,boosted,0.015517751113211731,0.003373785720354584,0.029479326952184793,True,4,4,0.51,0.2795138934643946,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,temporal,zero,0.0,0.0,0.0,False,3,3,0.12543514288161395,0.0,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,temporal,persistence,0.0,0.0,0.0,False,3,3,0.12543514288161395,0.0,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,temporal,climatology,-0.02887561486887419,-0.040646853146853144,-0.014175257731958768,True,3,3,0.12345148551334117,0.06665176361568019,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,temporal,linear,0.002407444194716201,-0.005463286713286719,0.01353092783505154,False,3,3,0.5066666666666667,0.4049177848961727,22b90ed,True
E02,delta_z,leaky,20.0,1000.0,temporal,boosted,0.017184236776822025,0.012815005727376863,0.021197552447552448,True,3,3,0.5466666666666667,0.3850716138033461,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,spatial,zero,0.0,0.0,0.0,False,4,4,0.10932365913520642,0.0,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,spatial,persistence,-0.04418517415022176,-0.0721691032614292,-0.01620124503901433,True,4,4,0.23,0.29113341639067003,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,spatial,climatology,0.0,0.0,0.0,False,4,4,0.10932365913520642,0.0,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,spatial,linear,-0.0005752486307903678,-0.008530019990834019,0.007379522729253283,False,4,4,0.21,0.2546654851605337,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,spatial,boosted,-0.001232195270496765,-0.002615449878114956,0.000939526636700203,False,4,4,0.23,0.22697130402720966,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,temporal,zero,0.0,0.0,0.0,False,3,3,0.0977448000643877,0.0,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,temporal,persistence,-0.048659496691812305,-0.06534090909090909,-0.03171534936998854,True,3,3,0.16,0.2292598543764994,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,temporal,climatology,-0.033043082383883336,-0.03658361970217641,-0.02862762237762238,True,3,3,0.0977448000643877,0.14967828722060939,22b90ed,True
E02,within_xy,leaky,20.0,1000.0,temporal,linear,-0.018930214533902086,-0.02018174133558749,-0.01813811188811189,True,3,3,0.18666666666666668,0.20954255409494638,22b90ed,True
