experiment,file,target,peer_key,lat_band,elev_band,split,fold,peer_coverage,arm,net_benefit,precision_at_25,spearman,n,event_rate,git_sha,dirty,seed,content_hash
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Benue_River_Basin,1.0,boosted,-0.007508833922261482,0.24,0.2139464456357885,566,0.13427561837455831,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kaduna_Grain_Belt,1.0,zero,0.0,0.11025886864813039,0.0,1043,0.11025886864813039,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kaduna_Grain_Belt,1.0,persistence,0.008628954937679775,0.36,0.6058603735275593,1043,0.11025886864813039,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kaduna_Grain_Belt,1.0,climatology,0.0,0.11025886864813039,0.0,1043,0.11025886864813039,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kaduna_Grain_Belt,1.0,linear,0.017018216682646213,0.44,0.5874992360033575,1043,0.11025886864813039,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kaduna_Grain_Belt,1.0,boosted,0.02229146692233941,0.64,0.5633547739602708,1043,0.11025886864813039,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kano_Sudan_Savannah,1.0,zero,0.0,0.10103420843277645,0.0,1257,0.10103420843277645,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kano_Sudan_Savannah,1.0,persistence,-0.08293556085918855,0.64,0.4757103115244023,1257,0.10103420843277645,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kano_Sudan_Savannah,1.0,climatology,0.0,0.10103420843277645,0.0,1257,0.10103420843277645,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kano_Sudan_Savannah,1.0,linear,-0.0294351630867144,0.68,0.4352225425240802,1257,0.10103420843277645,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kano_Sudan_Savannah,1.0,boosted,0.0069610182975338095,0.52,0.32811221739962443,1257,0.10103420843277645,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kenya_Rift_Valley,0.4200411805078929,zero,0.0,0.1545827633378933,0.0,731,0.1545827633378933,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kenya_Rift_Valley,0.4200411805078929,persistence,0.01812585499316005,0.28,0.3517941487022038,731,0.1545827633378933,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kenya_Rift_Valley,0.4200411805078929,climatology,0.0,0.1545827633378933,0.0,731,0.1545827633378933,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kenya_Rift_Valley,0.4200411805078929,linear,0.012311901504787962,0.32,0.1970018088607921,731,0.1545827633378933,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-level_z-lat10-elev2000.result.json,level_z,geo_month,10.0,2000.0,spatial,Kenya_Rift_Valley,0.4200411805078929,boosted,0.002051983584131327,0.36,0.22829616655515692,731,0.1545827633378933,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kaduna_Grain_Belt,0.9640035118525022,zero,0.0,0.40298507462686567,0.0,1005,0.40298507462686567,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kaduna_Grain_Belt,0.9640035118525022,persistence,0.1723880597014925,0.48,0.14711114888831964,1005,0.40298507462686567,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kaduna_Grain_Belt,0.9640035118525022,climatology,0.0,0.40298507462686567,0.0,1005,0.40298507462686567,db654a6,False,42,6c832dc27417
E04-band-sweep,E04-within_xy-lat10-elev500.result.json,within_xy,geo_month,10.0,500.0,spatial,Kaduna_Grain_Belt,0.9640035118525022,linear,0.12885572139303483,0.52,0.13427760723522336,1005,0.40298507462686567,db654a6,False,42,6c832dc27417
