hhid,intervention_level,predicted_intervention_level,risk_score,yield,land_size,household_size,used_fertilizer,household_max_education,has_extension_access,shock_level,asset_score,transport_cost,received_credit,zone
59154,1,1,0.5,0.11792125634693822,170.0,5,0,26.0,0,2.0,8.0,0.0,1.0,1
59155,1,1,0.5,0.2870541915890312,100.0,7,0,42.0,0,1.0,18.0,0.0,0.0,1
59156,2,2,1.0,0.0349320571488455,100.0,4,0,25.0,0,2.0,8.0,0.0,0.0,1
59157,0,0,0.0,0.37947679277774415,0.0,7,1,52.0,0,2.0,15.0,1500.0,0.0,1
59158,1,0,0.0,0.38818611878010656,0.0,6,1,34.0,0,2.0,15.0,1500.0,0.0,1
59159,1,1,0.5,0.04785245038726304,40050.0,9,1,51.0,0,2.0,31.0,400.0,0.0,1
59160,1,0,0.0,0.4167131597498776,0.0,17,1,42.0,1,2.0,31.0,0.0,0.0,1
59161,0,0,0.0,0.2398405823631792,10000.0,16,1,51.0,0,2.0,39.0,500.0,0.0,1
59162,1,0,0.0,0.18325767089627296,0.0,6,1,51.0,0,2.0,15.0,0.0,0.0,1
59163,1,1,0.5,0.007213476471337039,50050.0,10,1,26.0,1,2.0,43.0,0.0,0.0,1
59164,1,1,0.5,0.04952085056669166,0.0,9,1,52.0,0,2.0,20.0,0.0,0.0,1
59165,0,0,0.0,0.08010083378360185,0.0,9,1,51.0,0,2.0,17.0,500.0,0.0,1
59168,0,0,0.0,0.15756895349402947,70.0,12,1,51.0,1,2.0,26.0,500.0,0.0,1
59169,0,0,0.0,0.3895793374177003,0.0,6,0,26.0,0,2.0,10.0,0.0,0.0,1
59170,2,2,1.0,0.052059231837112446,0.0,7,0,16.0,0,2.0,6.0,0.0,0.0,1
59171,1,1,0.5,0.030406118426465487,0.0,4,0,34.0,0,2.0,14.0,0.0,0.0,1
59172,1,1,0.5,0.264956594014533,8093.72,4,0,13.0,0,2.0,6.0,0.0,0.0,1
59173,0,0,0.0,0.44525762712131095,250.0,7,0,34.0,1,2.0,20.0,0.0,0.0,1
59174,1,0,0.0,0.19905550190705953,4046.86,14,0,51.0,0,2.0,13.0,0.0,0.0,1
59175,1,0,0.0,0.20564085354460276,15100.0,6,0,52.0,0,2.0,26.0,0.0,0.0,1
59176,1,1,0.5,0.4763416957764369,0.0,8,0,16.0,0,2.0,11.0,0.0,0.0,1
59179,0,0,0.0,0.25820821398227006,4046.86,9,0,51.0,0,2.0,10.0,0.0,0.0,1
59180,0,0,0.0,0.44713430121119774,70.0,6,0,31.0,0,2.0,20.0,0.0,0.0,1
59182,0,0,0.0,0.10006581279671148,4046.86,5,0,51.0,0,2.0,6.0,0.0,0.0,1
59184,0,0,0.0,0.3873568996592347,0.0,12,0,52.0,0,2.0,13.0,0.0,0.0,1
59185,0,0,0.0,0.247092015242249,0.0,10,0,51.0,0,1.0,18.0,0.0,0.0,1
59186,0,0,0.0,0.1614046924227987,5050.0,6,0,41.0,0,2.0,14.0,0.0,0.0,1
59188,0,0,0.0,0.4389104250131402,50.0,4,0,51.0,0,2.0,18.0,0.0,0.0,1
59189,1,0,0.0,0.09676293285682425,25050.0,8,0,22.0,1,2.0,26.0,0.0,0.0,1
59190,0,0,0.0,0.12916803317897052,0.0,7,0,51.0,0,2.0,15.0,0.0,0.0,1
59191,0,0,0.0,0.10532714755482524,0.0,11,0,43.0,0,2.0,21.0,0.0,0.0,1
59192,1,1,0.5,0.19413348149010543,4046.86,4,0,26.0,0,2.0,11.0,0.0,0.0,1
59212,2,2,1.0,0.020389595742718907,50.0,9,0,16.0,0,2.0,13.0,0.0,1.0,1
60001,1,1,0.5,0.4715868898844612,0.0,1,0,34.0,0,2.0,7.0,0.0,0.0,4
60002,1,0,0.0,1.1049588095910425,560.0,7,0,26.0,0,2.0,9.0,0.0,0.0,4
60004,1,1,0.5,0.03548971955406396,4896.860000000001,2,0,24.0,0,0.0,2.0,0.0,0.0,4
60006,0,0,0.0,0.34225171869884824,0.0,1,0,15.0,1,0.0,5.0,0.0,0.0,4
60031,0,0,0.0,0.16480980947986024,4046.86,8,0,25.0,0,2.0,10.0,0.0,0.0,4
60051,0,0,0.0,4.491055283293049,0.0,4,0,42.0,0,1.0,24.0,0.0,0.0,4
60052,1,1,0.5,0.39401103230890466,150.0,8,0,35.0,1,2.0,31.0,0.0,0.0,4
60053,0,0,0.0,0.12434550175247888,1350.0,6,0,26.0,0,2.0,16.0,0.0,0.0,4
60054,0,0,0.0,0.8050456265647183,0.0,1,0,2.0,0,2.0,8.0,0.0,0.0,4
60058,0,0,0.0,0.6489292667099286,1500.0,6,0,34.0,0,2.0,12.0,400.0,0.0,4
60059,2,2,1.0,0.012741090058047005,0.0,2,0,35.0,0,2.0,16.0,0.0,0.0,4
69025,0,0,0.0,0.4099200655872105,4046.86,4,0,42.0,0,2.0,23.0,0.0,0.0,4
69026,0,0,0.0,0.16839552741479188,0.0,11,0,26.0,0,2.0,18.0,5000.0,0.0,4
69027,1,1,0.5,8.452638808177928,4046.86,9,0,42.0,0,2.0,16.0,0.0,0.0,4
69028,0,0,0.0,0.15882926269335756,6070.29,4,0,26.0,0,2.0,12.0,0.0,0.0,4
69029,0,0,0.0,0.9883864591055103,8093.72,5,0,26.0,0,2.0,23.0,6000.0,0.0,4
69030,1,1,0.5,1.452608643021426,4406.860000000001,9,0,26.0,0,2.0,5.0,0.0,0.0,4
69031,1,1,0.5,6.576178451178451,0.0,8,0,26.0,0,2.0,10.0,3000.0,0.0,4
69033,1,1,0.5,1.2837366623168203,30234.3,6,0,21.0,0,1.0,4.0,0.0,0.0,4
69036,1,0,0.0,0.6507345165855959,12140.58,7,0,26.0,1,1.0,10.0,0.0,0.0,4
69037,0,0,0.0,1.3034444471652016,0.0,12,0,42.0,0,2.0,26.0,800.0,0.0,4
69038,1,0,0.0,0.6963788300835655,300.0,10,0,42.0,0,2.0,13.0,650.0,0.0,4
69042,1,0,0.0,0.12040529381569845,4046.86,7,0,26.0,0,2.0,13.0,0.0,0.0,4
69045,0,0,0.0,0.21369839195630747,12140.58,3,0,26.0,0,2.0,10.0,0.0,0.0,4
69046,0,0,0.0,1.0880998150230314,0.0,5,0,42.0,0,2.0,14.0,500.0,0.0,4
69047,1,0,0.0,0.20248767610275126,20234.3,9,0,42.0,0,2.0,13.0,0.0,0.0,4
70012,0,0,0.0,0.2954810960144714,26187.440000000002,2,1,32.0,0,2.0,6.0,1200.0,0.0,0
70013,0,0,0.0,0.12324201437436515,2049.0,5,0,24.0,0,2.0,10.0,1000.0,0.0,0
70015,0,0,0.0,0.2296273015991633,5192.0,8,1,16.0,0,2.0,18.0,1500.0,0.0,0
70016,0,0,0.0,0.092575520206206,0.0,4,0,0.0,0,2.0,9.0,0.0,0.0,0
70018,0,0,0.0,0.25295563241689956,0.0,4,1,26.0,1,2.0,13.0,1000.0,0.0,0
70020,0,0,0.0,0.26144225195914916,16187.44,6,0,26.0,0,2.0,6.0,1000.0,1.0,0
70062,0,0,0.0,0.44513687959047404,18093.72,9,0,23.0,0,2.0,8.0,0.0,0.0,0
70063,0,0,0.0,0.2360029743488369,16187.44,7,0,16.0,0,2.0,17.0,1000.0,1.0,0
70064,0,0,0.0,0.0987726107175294,4046.86,6,0,23.0,0,2.0,5.0,0.0,0.0,0
70066,0,0,0.0,0.2270147566389507,0.0,4,0,41.0,0,2.0,6.0,900.0,0.0,0
70067,0,0,0.0,0.1933562782783557,0.0,7,0,26.0,0,2.0,15.0,0.0,1.0,0
70069,0,0,0.0,0.20026778401969297,900.0,2,0,16.0,0,2.0,5.0,0.0,0.0,0
70070,0,0,0.0,0.29160191142486275,595.0,5,0,23.0,0,1.0,9.0,900.0,0.0,0
70121,0,0,0.0,1.143811334606024,0.0,7,0,25.0,0,2.0,14.0,1500.0,0.0,0
70122,0,0,0.0,0.2265674980646112,0.0,3,0,16.0,0,2.0,4.0,0.0,0.0,0
70123,0,0,0.0,0.6417941996268016,10000.0,1,0,26.0,0,0.0,4.0,1000.0,0.0,0
70124,0,0,0.0,0.7988305121905975,0.0,6,1,34.0,0,2.0,16.0,1000.0,0.0,0
70125,0,0,0.0,0.12659394047997338,0.0,7,0,22.0,0,0.0,25.0,0.0,0.0,0
70126,0,0,0.0,0.18814796219252905,0.0,1,0,0.0,0,0.0,14.0,1000.0,0.0,0
70127,1,1,0.5,0.009720868771396479,0.0,2,1,26.0,0,2.0,7.0,2000.0,0.0,0
70129,0,0,0.0,0.15963989076284363,0.0,2,0,26.0,1,2.0,11.0,800.0,0.0,0
70131,0,0,0.0,3.099254213588951,0.0,4,0,16.0,0,2.0,13.0,0.0,0.0,0
70132,0,0,0.0,0.10718834017263336,0.0,8,0,25.0,0,1.0,11.0,0.0,0.0,0
70133,0,0,0.0,0.2903933412831051,0.0,2,0,41.0,0,2.0,9.0,0.0,0.0,0
70134,0,0,0.0,0.1593884103517648,0.0,3,0,13.0,0,0.0,16.0,0.0,0.0,0
70136,0,0,0.0,0.29604669264350686,0.0,4,0,26.0,0,2.0,23.0,0.0,0.0,0
70137,1,1,0.5,0.01316992866288641,0.0,6,0,26.0,0,1.0,0.0,0.0,0.0,0
70139,1,1,0.5,0.0296333884575293,0.0,6,0,25.0,0,2.0,13.0,0.0,0.0,0
70152,0,0,0.0,0.14851531100034343,0.0,7,0,23.0,1,0.0,4.0,0.0,0.0,0
70153,0,0,0.0,0.9316905396586166,50180.0,7,1,26.0,0,2.0,22.0,400.0,0.0,0
70157,0,0,0.0,0.15983377287620876,30150.0,7,1,26.0,0,2.0,31.0,400.0,0.0,0
70160,1,0,0.0,0.10848493315808945,20120.0,4,1,41.0,0,2.0,48.0,800.0,0.0,0
79004,0,0,0.0,0.07598821204047591,0.0,4,0,15.0,0,2.0,9.0,500.0,0.0,0
79010,0,0,0.0,0.1053929851002937,0.0,8,0,31.0,0,2.0,22.0,0.0,0.0,0
79011,0,0,0.0,0.06207709975789931,4046.86,10,0,25.0,0,2.0,13.0,0.0,0.0,0
79015,0,0,0.0,0.7358091061512702,0.0,2,0,26.0,0,0.0,12.0,3000.0,0.0,0
79016,1,0,0.0,0.6193799115224466,4046.86,5,0,16.0,0,0.0,18.0,3000.0,0.0,0
79018,0,0,0.0,1.1948268392291586,0.0,3,0,16.0,0,0.0,20.0,3000.0,0.0,0
79019,0,0,0.0,0.1332077258175239,20000.0,2,0,16.0,0,0.0,9.0,3000.0,0.0,0
79020,0,0,0.0,2.3128248632904644,0.0,5,0,26.0,0,2.0,6.0,3000.0,0.0,0
79021,0,0,0.0,0.3044079950173044,0.0,5,0,26.0,0,0.0,10.0,3000.0,0.0,0
79023,0,0,0.0,2.5464081690645792,0.0,10,1,26.0,0,0.0,10.0,0.0,0.0,0
79025,0,0,0.0,0.41016920094528636,8093.72,8,0,41.0,0,2.0,5.0,0.0,0.0,0
79026,0,0,0.0,0.19164496052801339,1225.0,4,0,23.0,0,2.0,3.0,0.0,0.0,0
79028,0,0,0.0,0.13979611484377935,20618.0,5,0,26.0,0,2.0,9.0,0.0,0.0,0
79029,1,0,0.0,0.6225433212198389,20000.0,4,0,24.0,0,2.0,10.0,0.0,0.0,0
79030,0,0,0.0,0.42859591976684386,12140.58,5,0,11.0,0,2.0,15.0,0.0,0.0,0
79032,0,0,0.0,0.08454514710855597,30255.0,9,0,22.0,0,2.0,10.0,0.0,0.0,0
79033,0,0,0.0,0.058320222541640106,18093.72,2,0,26.0,0,1.0,2.0,0.0,0.0,0
79034,0,0,0.0,0.8833139446210904,12140.58,3,0,22.0,0,2.0,3.0,0.0,0.0,0
79035,0,0,0.0,0.6972288231050404,12140.58,5,0,26.0,0,2.0,17.0,0.0,0.0,0
79036,0,0,0.0,1.4188562920079444,12140.58,5,0,23.0,0,1.0,4.0,0.0,0.0,0
79038,0,0,0.0,0.11545675330607007,1365.0,8,1,43.0,0,1.0,31.0,1200.0,0.0,0
79039,0,0,0.0,0.20431990848408865,0.0,8,1,23.0,0,1.0,13.0,2500.0,1.0,0
79042,0,0,0.0,0.3267315395394274,12140.58,5,0,26.0,0,2.0,20.0,0.0,0.0,0
79043,0,0,0.0,0.44651976448624914,0.0,5,1,26.0,0,2.0,12.0,1000.0,1.0,0
79045,0,0,0.0,0.5009367038551452,430.0,6,1,41.0,0,0.0,5.0,1500.0,0.0,0
79047,0,0,0.0,0.2876445274907353,12140.58,10,1,41.0,0,2.0,17.0,400.0,0.0,0
79061,0,0,0.0,0.17772119465369254,0.0,2,1,41.0,0,2.0,15.0,1000.0,0.0,0
79062,0,0,0.0,0.13768480798289928,0.0,5,1,26.0,0,2.0,8.0,1600.0,0.0,0
79064,0,0,0.0,0.43639241608755197,4046.86,8,0,26.0,0,2.0,25.0,0.0,0.0,0
79065,0,0,0.0,1.1639401040961002,10000.0,2,1,21.0,0,0.0,14.0,1000.0,0.0,0
79067,0,0,0.0,0.22737764879240188,30000.0,2,1,0.0,0,0.0,12.0,1000.0,0.0,0
79068,0,0,0.0,0.33708825594821673,0.0,1,0,0.0,0,2.0,10.0,3000.0,0.0,0
79069,1,1,0.5,0.07212948874284898,0.0,8,0,26.0,1,1.0,17.0,1000.0,0.0,0
79070,1,1,0.5,0.005480951888822651,0.0,6,0,41.0,0,2.0,18.0,0.0,0.0,0
79073,0,0,0.0,0.38271704271228163,0.0,3,0,24.0,0,0.0,9.0,0.0,0.0,0
79075,0,0,0.0,0.9381723015311678,0.0,3,0,26.0,0,0.0,25.0,0.0,0.0,0
79077,0,0,0.0,0.15387149874057868,0.0,5,0,14.0,0,2.0,12.0,0.0,0.0,0
79078,1,1,0.5,0.014799355261806023,10000.0,3,0,26.0,0,0.0,9.0,0.0,0.0,0
79080,0,0,0.0,0.1762786508057742,0.0,4,0,25.0,0,2.0,13.0,0.0,0.0,0
79082,0,0,0.0,0.5311881940870132,0.0,3,0,26.0,0,0.0,17.0,0.0,0.0,0
79083,0,0,0.0,0.20767048138871824,10000.0,5,0,21.0,0,1.0,14.0,0.0,0.0,0
79085,0,0,0.0,0.48651542565593975,50.0,2,0,26.0,0,1.0,5.0,0.0,0.0,0
79088,1,1,0.5,0.017724327757353973,0.0,1,0,41.0,0,2.0,12.0,0.0,0.0,0
79091,0,0,0.0,0.18710965275478134,0.0,6,0,41.0,0,1.0,14.0,0.0,0.0,0
79092,0,0,0.0,0.07588076082474572,0.0,5,0,26.0,0,0.0,1.0,400.0,0.0,0
79094,0,0,0.0,0.08745432190424633,0.0,7,0,24.0,0,2.0,6.0,0.0,0.0,0
79095,0,0,0.0,0.3490322600437099,0.0,7,1,26.0,0,1.0,9.0,700.0,0.0,0
79096,0,0,0.0,0.0629532634971797,0.0,14,0,41.0,0,2.0,22.0,500.0,0.0,0
79097,1,0,0.0,0.6229063278538748,0.0,8,1,34.0,0,2.0,22.0,0.0,0.0,0
79098,1,1,0.5,0.1412722118978971,0.0,1,0,0.0,0,2.0,6.0,0.0,0.0,0
79099,0,0,0.0,0.4167307954889464,0.0,7,0,26.0,0,0.0,12.0,0.0,0.0,0
79102,1,1,0.5,0.05129274531682257,0.0,1,0,0.0,0,0.0,17.0,0.0,0.0,0
79104,1,2,1.0,0.011931886640108311,100.0,3,0,26.0,0,2.0,2.0,500.0,0.0,0
79105,0,0,0.0,1.067823573815084,0.0,3,0,41.0,0,2.0,16.0,1000.0,0.0,0
79106,2,2,1.0,0.05137470262342175,0.0,1,0,0.0,0,2.0,7.0,0.0,0.0,0
79108,0,0,0.0,0.12035996228175107,0.0,6,1,26.0,0,2.0,12.0,1200.0,0.0,0
79109,0,0,0.0,0.4637155131508209,4046.86,9,1,26.0,0,2.0,30.0,0.0,0.0,0
79110,0,0,0.0,0.19932994043976626,0.0,3,0,26.0,1,2.0,22.0,500.0,0.0,0
79111,1,1,0.5,0.0493226913909279,10000.0,9,1,24.0,0,2.0,8.0,0.0,0.0,0
79112,0,0,0.0,0.5271429670713988,8093.72,9,0,26.0,0,2.0,29.0,700.0,0.0,0
79113,0,0,0.0,0.089353044178742,0.0,1,0,26.0,0,2.0,14.0,0.0,0.0,0
79114,0,0,0.0,0.22652594801642703,0.0,1,0,26.0,0,2.0,5.0,0.0,0.0,0
79116,1,0,0.0,0.516070423190311,50000.0,7,0,26.0,0,2.0,15.0,0.0,0.0,0
79117,1,1,0.5,2.026562955166511,0.0,6,1,26.0,0,0.0,9.0,0.0,0.0,0
79119,0,0,0.0,0.633374526735191,10100.0,11,1,26.0,0,2.0,38.0,1200.0,0.0,0
79120,1,1,0.5,0.013350204651736575,0.0,11,1,26.0,0,2.0,16.0,0.0,0.0,0
79121,0,0,0.0,1.798588389149225,0.0,6,1,41.0,0,2.0,11.0,800.0,0.0,0
79122,0,0,0.0,0.9415586258414654,1072.0,9,1,32.0,0,2.0,8.0,1800.0,0.0,0
79123,0,0,0.0,0.6630985630133912,34046.86,6,1,26.0,0,2.0,17.0,1000.0,0.0,0
79124,0,0,0.0,0.6662006806233772,450.0,8,1,26.0,0,2.0,23.0,800.0,0.0,0
79125,0,0,0.0,0.6825351415027597,22140.58,7,1,23.0,0,2.0,9.0,1000.0,0.0,0
79127,0,0,0.0,0.9215021307439083,54046.86,6,1,26.0,0,2.0,10.0,6000.0,0.0,0
79128,0,0,0.0,0.6407621421751752,0.0,4,1,32.0,0,2.0,13.0,1500.0,0.0,0
79129,0,0,0.0,0.22224413576795582,0.0,3,1,26.0,0,2.0,3.0,2500.0,0.0,0
79131,0,0,0.0,1.5877956490483154,505.0,1,1,16.0,0,2.0,5.0,800.0,0.0,0
79132,0,0,0.0,0.1505854936379008,16187.44,6,1,16.0,0,1.0,18.0,0.0,0.0,0
79133,0,0,0.0,0.7313062216883632,12140.58,4,0,26.0,0,2.0,16.0,0.0,0.0,0
79134,0,0,0.0,0.3773706503042043,776.0,7,1,22.0,0,1.0,8.0,800.0,0.0,0
79136,0,0,0.0,0.4334254384069359,16187.44,4,0,23.0,0,2.0,6.0,0.0,0.0,0
79137,0,0,0.0,0.20229606028422598,4046.86,1,0,32.0,0,1.0,9.0,1500.0,0.0,0
79138,0,0,0.0,0.12579433331455284,10000.0,6,1,26.0,0,2.0,21.0,1000.0,0.0,0
79139,0,0,0.0,0.08887622937233075,16187.44,3,0,34.0,0,1.0,8.0,1000.0,0.0,0
79140,0,0,0.0,0.08703301547460635,0.0,1,0,0.0,0,1.0,6.0,0.0,0.0,0
79141,0,0,0.0,0.2426121230440217,389.0,4,0,16.0,0,2.0,13.0,1000.0,0.0,0
79142,0,0,0.0,0.23838975762466907,0.0,2,0,0.0,0,1.0,7.0,0.0,0.0,0
79143,0,0,0.0,0.6380349624699911,638.0,7,1,26.0,0,2.0,26.0,1500.0,1.0,0
80011,1,1,0.5,0.007412132313938339,0.0,4,0,0.0,0,2.0,6.0,0.0,0.0,1
80015,1,1,0.5,0.0005765883480599905,0.0,8,0,0.0,0,0.0,10.0,0.0,0.0,1
80017,2,2,1.0,0.008497636650433092,25.0,8,0,0.0,0,0.0,14.0,0.0,0.0,1
80018,2,1,0.5,0.035958608979655096,0.0,9,0,0.0,0,0.0,3.0,0.0,0.0,1
80019,1,1,0.5,0.0077635486271675795,0.0,6,0,0.0,0,2.0,8.0,0.0,0.0,1
80020,2,2,1.0,0.002630315706818935,2023.43,14,0,26.0,0,2.0,22.0,0.0,0.0,1
80091,0,0,0.0,0.275321449340281,0.0,8,1,42.0,0,2.0,23.0,2000.0,0.0,1
80095,0,0,0.0,0.07352305163913156,0.0,15,1,41.0,1,2.0,42.0,1500.0,0.0,1
80097,1,1,0.5,0.0495889674520643,12140.58,5,1,43.0,0,2.0,16.0,35000.0,0.0,1
80098,0,0,0.0,0.18265015925711423,0.0,12,1,34.0,0,2.0,31.0,2000.0,0.0,1
80102,2,1,0.5,0.0344241945853653,36421.740000000005,11,1,34.0,0,0.0,23.0,3000.0,0.0,1
80103,0,0,0.0,0.0806297645179505,12140.58,16,1,16.0,0,0.0,25.0,3000.0,0.0,1
80104,0,0,0.0,0.34556066731924817,4046.86,14,1,26.0,0,0.0,25.0,10000.0,0.0,1
80105,0,0,0.0,0.07622387896210525,8093.72,8,1,22.0,0,2.0,10.0,0.0,0.0,1
80106,0,0,0.0,0.059208480125011405,0.0,2,1,16.0,0,1.0,3.0,3000.0,0.0,1
80107,0,0,0.0,0.0907833943439762,0.0,10,1,0.0,0,1.0,27.0,3000.0,0.0,1
80108,1,1,0.5,0.041872323772488514,0.0,9,1,21.0,0,1.0,22.0,2000.0,0.0,1
80109,2,2,1.0,0.03177124183594186,0.0,5,1,13.0,0,0.0,14.0,500.0,0.0,1
80110,2,2,1.0,0.014458615881155148,0.0,4,1,22.0,0,0.0,6.0,500.0,0.0,1
89005,1,1,0.5,0.061660372822179864,0.0,11,1,14.0,0,2.0,8.0,2000.0,0.0,1
89006,1,1,0.5,0.009828195009841341,0.0,9,0,26.0,0,2.0,17.0,0.0,0.0,1
89016,1,1,0.5,0.05127153404429861,225.0,8,1,42.0,1,0.0,15.0,1000.0,0.0,1
89017,2,2,1.0,0.0429607240325074,12140.58,7,0,0.0,0,2.0,7.0,500.0,0.0,1
89019,1,1,0.5,1.6753527344581103,0.0,6,0,0.0,0,2.0,12.0,500.0,0.0,1
89020,1,1,0.5,0.01423143928065889,0.0,9,1,26.0,0,2.0,8.0,500.0,0.0,1
89021,2,2,1.0,0.025460100385538663,20000.0,7,0,0.0,0,2.0,8.0,3000.0,0.0,1
89022,1,1,0.5,0.06444722692789276,12140.58,12,1,0.0,0,2.0,11.0,500.0,0.0,1
89028,2,2,1.0,0.01141986283889749,0.0,9,0,25.0,0,2.0,7.0,0.0,0.0,1
90002,1,1,0.5,0.31457594691021995,4046.86,2,1,22.0,0,1.0,8.0,0.0,0.0,4
90004,0,0,0.0,0.39658933174697597,0.0,7,0,26.0,0,2.0,12.0,0.0,0.0,4
90006,1,1,0.5,0.004971277065841803,250.0,3,0,26.0,0,0.0,4.0,0.0,0.0,4
90007,0,0,0.0,0.07396436291695907,8903.092,8,0,26.0,0,1.0,16.0,0.0,0.0,4
90009,0,0,0.0,1.685952849208642,0.0,3,1,41.0,0,0.0,26.0,2000.0,0.0,4
90041,1,1,0.5,0.1524714999661489,10200.0,6,0,26.0,0,1.0,6.0,3000.0,0.0,4
90043,1,1,0.5,0.03323583965956778,0.0,4,0,42.0,0,0.0,14.0,0.0,0.0,4
90044,0,0,0.0,0.09886216057040727,0.0,6,0,26.0,0,2.0,14.0,0.0,0.0,4
90096,1,1,0.5,0.0264847022315553,0.0,5,1,23.0,0,1.0,7.0,400.0,0.0,4
99001,0,0,0.0,0.3556994021366811,0.0,6,0,28.0,0,2.0,11.0,3500.0,0.0,4
99002,1,1,0.5,14.42988487200808,0.0,1,0,0.0,0,0.0,1.0,0.0,0.0,4
99004,1,0,0.0,0.13207026640605574,20000.0,6,1,26.0,0,2.0,7.0,3800.0,0.0,4
99006,0,0,0.0,0.4604786007710347,0.0,6,0,41.0,0,0.0,21.0,0.0,0.0,0
99008,0,1,0.5,0.09211105835915873,0.0,3,0,23.0,0,2.0,13.0,0.0,0.0,4
99010,2,2,1.0,0.015572851948245228,10000.0,1,0,13.0,0,0.0,2.0,0.0,0.0,4
99011,1,1,0.5,0.14584808547966052,0.0,2,1,28.0,0,1.0,5.0,4000.0,0.0,4
99013,1,1,0.5,0.04542451208568645,4046.86,3,1,26.0,0,2.0,7.0,2500.0,0.0,4
99014,0,0,0.0,0.46334235431463194,16187.44,3,1,28.0,0,2.0,7.0,1200.0,0.0,4
99036,0,0,0.0,0.14088555781705736,300.0,6,0,26.0,0,0.0,19.0,0.0,0.0,4
99038,1,1,0.5,0.04222604704532416,20000.0,4,1,26.0,0,2.0,3.0,2800.0,0.0,4
99041,0,0,0.0,0.08324971386647836,0.0,2,1,28.0,0,1.0,4.0,2500.0,0.0,4
99044,2,2,1.0,0.04061362452294044,0.0,4,1,28.0,0,1.0,9.0,4000.0,0.0,4
99046,1,1,0.5,0.0027227183620126333,20000.0,2,0,26.0,0,0.0,19.0,400.0,0.0,4
99048,2,1,0.5,0.026875858135596196,0.0,5,0,26.0,0,2.0,9.0,0.0,0.0,4
99056,0,0,0.0,0.14368713687761603,0.0,6,1,26.0,0,1.0,14.0,4000.0,0.0,4
99061,0,0,0.0,0.7040797581300217,0.0,3,0,28.0,0,1.0,9.0,0.0,0.0,4
99065,0,0,0.0,0.061603702956145485,10000.0,1,0,16.0,0,0.0,5.0,0.0,0.0,4
99070,0,0,0.0,63.95294077256146,0.0,5,0,26.0,0,0.0,7.0,0.0,0.0,4
99088,1,1,0.5,0.1432921368439907,0.0,5,0,25.0,0,2.0,4.0,0.0,0.0,4
99096,0,0,0.0,98.39208623488173,0.0,4,0,25.0,0,1.0,14.0,0.0,0.0,4
100031,0,0,0.0,0.5502366017387477,10000.0,4,0,26.0,0,2.0,15.0,0.0,0.0,4
100032,0,0,0.0,0.08269736735832879,8093.72,4,0,16.0,0,2.0,15.0,0.0,0.0,4
100037,1,1,0.5,0.142055419151175,0.0,2,1,16.0,0,1.0,6.0,0.0,0.0,4
100040,0,0,0.0,0.15110255372801967,0.0,6,0,23.0,0,0.0,10.0,1000.0,0.0,4
109005,1,0,0.0,0.4733111665936979,100.0,4,0,41.0,0,1.0,10.0,0.0,0.0,4
109006,0,0,0.0,0.10098586885426312,0.0,5,0,41.0,0,2.0,14.0,0.0,0.0,4
109007,1,1,0.5,0.032257310488300876,14164.01,5,0,26.0,0,1.0,19.0,0.0,0.0,4
109008,1,1,0.5,0.781332608066117,0.0,2,0,41.0,0,1.0,5.0,0.0,0.0,4
109009,0,0,0.0,0.5200452137060224,0.0,6,0,41.0,0,2.0,26.0,0.0,0.0,4
109012,1,1,0.5,0.0596063003859508,8093.72,7,0,26.0,0,2.0,31.0,0.0,0.0,4
109014,1,0,0.0,4.515692029803567,0.0,5,0,26.0,0,2.0,19.0,0.0,0.0,4
109016,2,2,1.0,0.03464523281596452,0.0,6,0,26.0,0,0.0,9.0,3500.0,0.0,4
109018,0,0,0.0,0.06933676235139871,0.0,1,0,0.0,0,2.0,4.0,0.0,0.0,4
109019,0,0,0.0,0.8049455856784081,0.0,7,0,26.0,0,1.0,6.0,0.0,0.0,4
109020,0,0,0.0,0.37202380952380953,0.0,4,0,26.0,0,2.0,10.0,0.0,0.0,4
109021,0,0,0.0,1.717622810030917,0.0,9,0,26.0,1,1.0,18.0,0.0,0.0,4
109023,0,0,0.0,0.4957956528637157,0.0,3,0,26.0,0,2.0,7.0,0.0,0.0,4
109028,0,0,0.0,4.258218361437574,100.0,1,0,16.0,0,2.0,7.0,0.0,0.0,4
109029,0,0,0.0,5.939653124257543,0.0,2,0,23.0,0,2.0,5.0,0.0,0.0,4
109038,1,1,0.5,0.05505194506401076,0.0,5,1,26.0,0,0.0,10.0,2400.0,0.0,4
109040,0,0,0.0,0.38036874636800677,4046.86,2,0,16.0,0,0.0,20.0,0.0,0.0,4
109041,1,0,0.0,1.2057393191591979,0.0,4,0,26.0,0,2.0,13.0,0.0,0.0,4
109042,1,1,0.5,0.7968381462357366,0.0,2,0,16.0,0,2.0,4.0,0.0,0.0,4
109046,1,1,0.5,0.022917602893804116,0.0,4,0,26.0,0,2.0,9.0,0.0,0.0,4
109047,0,0,0.0,2.695999137280276,0.0,3,0,14.0,0,0.0,12.0,0.0,0.0,4
109048,0,0,0.0,0.26504108136761195,0.0,2,0,26.0,0,2.0,14.0,0.0,0.0,4
109049,1,1,0.5,0.040215555376819756,8093.72,8,0,26.0,1,2.0,25.0,0.0,0.0,4
109052,0,0,0.0,0.14940032370070136,0.0,7,0,24.0,0,2.0,7.0,0.0,0.0,4
109053,1,1,0.5,0.7942811755361397,0.0,4,0,26.0,0,2.0,8.0,0.0,0.0,4
