hhid,intervention_level,predicted_intervention_level,risk_score,yield_original,land_size_original,household_size,used_fertilizer,household_max_education,has_extension_access,shock_level,asset_score,postharvest_activity_score,crop_loss_risk_score,digital_access_score,market_access_score,transport_cost,received_credit,zone
10080,1,1,0.07322424053890823,0.17394262465817092,200.0,-0.5552186655992074,0,23.0,0,0.0,-0.6425321120229327,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10091,0,0,0.03544229263219733,0.26005739111748466,12140.58,-1.149215658364939,0,26.0,0,0.0,0.5996366733365414,-0.3062660293261461,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10092,0,0,0.1733241260849602,0.1096169073686234,0.0,0.3357768235493901,0,42.0,0,1.0,0.03501449817314403,-0.3062660293261461,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10094,1,0,0.17597974181151307,0.18728804088711404,0.0,0.6327753199322559,0,43.0,0,2.0,0.9384099784345797,-0.5419327063522275,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10096,1,1,0.1952110811423472,0.032680159696184374,0.0,-0.8522171619820733,0,41.0,0,2.0,-0.3037588069248943,-0.07059935230006469,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10097,1,1,0.0978898588657317,0.06248112545550035,4046.86,0.3357768235493901,0,26.0,0,2.0,-0.1908343718922149,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10099,1,1,0.13818439662678772,0.05549324487028331,4346.860000000001,-1.446214154747805,0,16.0,0,2.0,-0.4166832419575738,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10100,1,1,0.15197016964303223,0.05631194037331066,8093.72,-1.149215658364939,0,16.0,0,2.0,-0.7554565470556122,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10102,0,0,0.0671250820710933,0.27534783129829926,100.0,-1.446214154747805,0,0.0,0,0.0,-1.0942298521536507,-0.07059935230006469,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10103,0,0,0.06916310979316,0.17633002527182084,0.0,0.3357768235493901,0,42.0,0,0.0,0.7125611083692208,0.1650673247260167,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10104,0,0,0.05816353170583282,0.012225113420409404,0.0,-1.446214154747805,0,0.0,0,0.0,-1.0942298521536507,-0.07059935230006469,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10105,0,1,0.17168028027694113,0.015567805869773332,0.0,-0.5552186655992074,0,42.0,0,1.0,-0.3037588069248943,0.1650673247260167,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10106,1,1,0.14855507325786244,0.017608029674813248,8093.72,0.03877832716652424,0,41.0,0,2.0,-0.4166832419575738,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10107,0,0,0.08015573073793943,0.06788621365445331,6070.29,-0.5552186655992074,0,42.0,0,1.0,-0.1908343718922149,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10108,1,1,0.15991176067223484,0.0,200.0,0.03877832716652424,0,42.0,0,2.0,-0.8683809820882916,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
10110,1,1,0.11178214167321192,0.0,100.0,-0.2582201692163416,0,25.0,0,2.0,0.03501449817314403,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
19005,0,0,0.1299132504308106,0.3831745660075177,100.0,-0.2582201692163416,1,42.0,0,2.0,0.8254855434019003,-1.2489327374304717,-0.13107973067417975,0.0,3.0,0.001517624228580711,0.0,3
19032,0,0,0.18363082773558484,0.02073111740722825,0.0,0.03877832716652424,0,26.0,0,2.0,0.7125611083692208,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
19037,0,0,0.04776871967411245,0.0,100.0,-0.2582201692163416,0,42.0,0,0.0,0.03501449817314403,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
19038,0,0,0.0620275316842295,0.002679465703890693,0.0,-1.149215658364939,0,14.0,0,0.0,-0.7554565470556122,-1.2489327374304717,-0.13107973067417975,0.0,0.0,-0.482803364193296,0.0,3
